Цена,Ссылка,Место,Кол-во комнат,Площадь,Год строительства
49 000 €,https://profitrealestate.ru/catalog_single/Apartamenty_planirovki_21_v_400_metrah_ot_moria_Mahmutlar_Alania,"Алания, Махмутлар",2+1,105 м2,2002
40 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnye_apartamenty_v_novom_zhilom_komplekse_vsego_v_300_metrah_ot_centra_Avsallara_Alania,"Алания, Авсаллар",1+1,38 м2,2019
62 000 €,https://profitrealestate.ru/catalog_single/Nedorogie_trehkomnatnye_apartamenty_v_Oba_dva_balkona_s_vidom_na_gory_110_kvm,"Алания, Оба",2+1,110 м2,2007
71 500 €,https://profitrealestate.ru/catalog_single/Prodazha_trehkomnatnoi_kvartiry_s_polnym_paketom_mebeli_i_bytovoi_tehniki_v_raione_Oba,"Алания, Оба",2+1,75 м2,2006
71 500 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_kvartira_gotovaia_k_zaseleniiu_v_zhilom_komplekse_klassa_liuks_v_Avsallare_Alania_90_m2,"Алания, Авсаллар",2+1,90 м2,2013
58 500 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnye_apartamenty_gotovye_k_zaseleniiu_v_250_metrah_ot_pliazha_Oby_Alania_1,"Алания, Оба",1+1,60 м2,2006
107 000 €,https://profitrealestate.ru/catalog_single/Prekrasnaia_kvartira_21_v_centre_Alanii_v_300_m_ot_moria_s_vidom_na_gory,"Алания, Алания центр",2+1,120 м2,2010
77 000 €,https://profitrealestate.ru/catalog_single/Kvartira_dubleks_planirovki_11_v_komplekse_liuks_klassa_v_raione_Mahmutlar,"Алания, Махмутлар",1+1,60 м2,2019
45 000 €,https://profitrealestate.ru/catalog_single/Kvartiry_u_moria_v_rassrochku_Novyi_investicionnyi_proekt_v_prestizhnom_raione_Oba_Alania_43122_m2,"Алания, Оба","1+1, 2+1, 3+1",43-122 м2,2022
55 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnye_apartamenty_gotovye_k_zaseleniiu_v_150_metrah_ot_centra_Alani_1,"Алания, Алания центр",1+1,55 м2,2013
60 500 €,https://profitrealestate.ru/catalog_single/Uiutnaia_dvuhkomnatnaia_kvartira_s_mebeliu_i_tehnikoi_v_350_metrah_ot_moria_Alania_centr,"Алания, Алания центр",1+1,55 м2,2013
143 000 €,https://profitrealestate.ru/catalog_single/Dvuhetazhnaia_villa_s_velikolepnymi_vidami_i_sobstvennym_zemelnym_uchastkom_v_300_m2_v_Kargydzhake_Alania,"Алания, Каргыджак",2+1,90 м2,2009
53 000 €,https://profitrealestate.ru/catalog_single/Kvartiry_v_rassrochku_po_cenam_zastroishika_Novyi_investicionnyi_proekt_v_Kargydzhake_51130_m2,"Алания, Каргыджак","1+1, 2+1",51-130 м2,2021
54 500 €,https://profitrealestate.ru/catalog_single/Meblirovannye_dvuhkomnatnye_apartamenty_v_350_metrah_ot_moria_Mahmutlar_Alania,"Алания, Махмутлар",1+1,60 м2,2017
49 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnaia_kvartira_v_shikarnom_komplekse_v_zelenom_raione_Avsallar_Alaniia_55_m_2,"Алания, Авсаллар",1+1,55 м2,2015
55 000 €,https://profitrealestate.ru/catalog_single/Nedorogaia_trehkomnatnaia_kvartira_v_zhivopisnom_raione_Gazipasha_Alania_90_m2_1,"Алания, Газипаша",2+1,90 м2,2005
87 994 €,https://profitrealestate.ru/catalog_single/Novaia_dvuhkomnatnaia_kvartira_v_shikarnom_zhilom_komplekse_s_infrastrukturoi_klassa_liuks_Mahmutlar_Alania_70_m2,"Алания, Махмутлар",1+1,70 м2,2020
107 500 €,https://profitrealestate.ru/catalog_single/CHetyrehkomnatnyi_dupleks_bez_mebeli_v_komplekse_s_bogatoi_infrastrukturoi_i_vsego_v_350_metrah_ot_pliazha_Kestelia_Alania,"Алания, Кестель",3+1,130 м2,2013
77 000 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_kvartira_s_mebeliu_i_tehnikoi_v_ochen_zelenom_zhilom_komplekse_s_bogatoi_infrastrukturoi_Dzhikdzhilli_Alania_125_m2,"Алания, Джикджилли",2+1,125 м2,2008
99 000 €,https://profitrealestate.ru/catalog_single/Elegantnaia_trehkomnatnaia_kvartira_v_150_metrah_ot_pliazha_Mahmutlara_Alania_130_m2,"Алания, Махмутлар",2+1,130 м2,2015
63 500 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_kvartira_raspolozhennaia_v_odnom_iz_samyh_zelenyh_mest_raiona_Oba_Alania_110_m2,"Алания, Оба",2+1,110 м2,2012
65 000 €,https://profitrealestate.ru/catalog_single/Uiutnye_dvuhkomnatnye_apartamenty_gotovye_k_zaseleniiu_v_150_metrah_ot_centra_Mahmutlara_Alania,"Алания, Махмутлар",1+1,60 м2,2016
69 000 €,https://profitrealestate.ru/catalog_single/Nedvizhimost_po_cenam_zastroishika_Roskoshnyi_investicionnyi_proekt_v_Kargydzhake_Alania_61320_m2,"Алания, Каргыджак","1+1, 2+1, 3+1, 4+1",61-320 м2,2022
42 000 €,https://profitrealestate.ru/catalog_single/Kvartirastudiia_s_otdelnoi_spalnei_v_Mahmutlare_Alania_40_m2,"Алания, Махмутлар",0+1,40 м2,2015
50 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnye_apartamenty_s_mebeliu_i_tehnikoi_v_novom_zhilom_komplekse_Mahmutlara_Alania_60_m2,"Алания, Махмутлар",1+1,60 м2,2019
101 000 €,https://profitrealestate.ru/catalog_single/CHetyrehkomnatnaia_kvartira_gotovaia_k_zaseleniiu_v_100_metrah_ot_pliazha_Kleopatra_Alania,"Алания, Алания центр",3+1,150 м2,2000
53 000 €,https://profitrealestate.ru/catalog_single/Otlichnaia_dvuhkomnatnaia_kvartira_gotovaia_k_zaseleniiu__v_centre_Mahmutlara_Alania_60_m2,"Алания, Махмутлар",1+1,60 м2,2019
350 000 €,https://profitrealestate.ru/catalog_single/Novyi_liuksovyi_proekt_v_Kargydzhake_Alania_v_3000_metrah_ot_moria_Elitnye_villy_ot_zastroishika,"Алания, Каргыджак",3+1,240 м2,2021
270 000 €,https://profitrealestate.ru/catalog_single/Novyi_chetyrehkomnatnyi_dupleks_s_bolshoi_obshei_ploshadiu_i_vidom_na_more_v_shikarnom_zhilom_komplekse_Kargydzhaka_Alania_200_m2,"Алания, Каргыджак",3+1,200 м2,2020
77 000 €,https://profitrealestate.ru/catalog_single/Uiutnye_dvuhkomnatnye_apartamenty_ukomplektovannye_mebeliu_i_tehnikoi_v_evropeiskom_raione_Oba_Alania_60_m2,"Алания, Оба",1+1,60 м2,2016
66 000 €,https://profitrealestate.ru/catalog_single/Prostornaia_dvuhkomnatnaia_kvartira_gotovaia_k_zaseleniiu_v_zhilom_komplekse_s_bogatoi_infrastrukturoi_Mahmutlar_Alania_80_m2_1,"Алания, Махмутлар",1+1,80 м2,2015
44 000 €,https://profitrealestate.ru/catalog_single/Kvartiry_v_rassrochku_po_cenam_zastroishika_Novyi_investicionnyi_proekt_v_raione_Oba_Alania_4798_m2,"Алания, Оба","1+1, 2+1",47-98 м2,2021
165 000 €,https://profitrealestate.ru/catalog_single/Elegantnaia_trehkomnatnaia_kvartira_gotovaia_k_zaseleniiu_s_shikarnymi_vidovymi_harakteristikami_Kargydzhak_Alania_105_m2,"Алания, Каргыджак",2+1,105 м2,2020
108 000 €,https://profitrealestate.ru/catalog_single/Novyi_chetyrehkomnatnyi_dupleks_v_zhilom_komplekse_2020_goda_postroiki_v_150_metrah_ot_centra_Alani,"Алания, Алания центр",3+1,145 м2,2020
70 000 €,https://profitrealestate.ru/catalog_single/Uiutnaia_dvuhkomnatnaia_kvartira_s_mebeliu_i_tehnikoi_v_150_metrah_ot_centra_aMahmutlara_Alania,"Алания, Махмутлар",1+1,85 м2,2016
66 500 €,https://profitrealestate.ru/catalog_single/Dvuhetazhnaia_kvartira_110_m2_na_prodazhu_ot_sobstvennika_v_novom_zhilom_komplekse_vid_na_more_i_gory_Mahmutlar,"Алания, Махмутлар",2+1,110 м2,2018
64 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnaia_kvartira_s_mebeliu_i_tehnikoi_v_elitnom_zhilom_komplekse_s_infrastrukturoi_otelia_Avsallar_Alania_68_m2,"Алания, Авсаллар",1+1,68 м2,2015
54 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnye_apartamenty_gotovye_k_zaseleniiu_v_450_metrah_ot_moria_v_Mahmutlare_Alania,"Алания, Махмутлар",1+1,60 м2,2018
125 000 €,https://profitrealestate.ru/catalog_single/Prostornye_chetyrehkomnatnye_apartamenty_v_centre_Alani_160_m2,"Алания, Алания центр",3+1,160 м2,2010
56 000 €,https://profitrealestate.ru/catalog_single/Apartamenty_po_cenam_zastroishika_v_stroiashemsia_zhilom_komplekse_Mahmutlara_Alania_41140_m2,"Алания, Махмутлар","1+1, 2+1, 3+1",41-140 м2,2021
35 999 €,https://profitrealestate.ru/catalog_single/Novyi_investicionnyi_proekt_s_rassrochkoi_do_okonchaniia_stroitelstva_Oba_Alania_45127_m2,"Алания, Оба","1+1, 2+1",45 - 127 м2,2022
53 000 €,https://profitrealestate.ru/catalog_single/Kvartira_s_dvumia_spalniami_v_komplekse_na_pervom_etazhe,"Алания, Оба",2+1,80 м2,2010
115 000 €,https://profitrealestate.ru/catalog_single/Trehkomnatnye_kvartiry_v_stroiashemsia_dome_vsego_v_250_metrah_ot_pliazha_Kleopatra_Alania,"Алания, Алания центр",2+1,68 м2,2021
49 500 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnaia_kvartira_gotovaia_k_zaseleniiu_v_450_metrah_ot_moria_v_Mahmutlare_Alania,"Алания, Махмутлар",1+1,64 м2,2018
56 000 €,https://profitrealestate.ru/catalog_single/Stilnaia_dvuhkomnatnaia_kvartira_gotovaia_k_zaseleniiu_v_rezidencii_2020_goda_postroiki_Mahmutlar_Alania,"Алания, Махмутлар",1+1,47 м2,2020
77 000 €,https://profitrealestate.ru/catalog_single/Trehkomnatnye_apartamenty_v_rezidencii_s_otlichnoi_infrastrukturoi_vsego_v_350_metrah_ot_moria_Mahmutlar_Alania_1,"Алания, Махмутлар",2+1,110 м2,2016
75 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnye_apartamenty_gotovye_k_zaseleniiu_v_250_metrah_ot_pliazha_Alani,"Алания, Алания центр",1+1,55 м2,2019
57 500 €,https://profitrealestate.ru/catalog_single/Novye_dvuhkomnatnye_apartamenty_s_bolshoi_obshei_ploshadiu_v_300_metrah_ot_moria_Mahmutlar_Alania,"Алания, Махмутлар",1+1,65 м2,2020
60 500 €,https://profitrealestate.ru/catalog_single/Prostornye_dvuhkomnatnye_apartamenty_s_mebeliu_i_tehnikoi__v_zhilom_komplekse_s_bogatoi_infrastrukturoi__Mahmutlar_Alania_70_m2,"Алания, Махмутлар",1+1,70 м2,2016
88 000 €,https://profitrealestate.ru/catalog_single/Prostornye_trehkomnatnye_apartamenty_vsego_v_300_metrah_ot_centra_Mahmutlara_Alania,"Алания, Махмутлар",2+1,135 м2,2007
50 000 €,https://profitrealestate.ru/catalog_single/Investicionnaia_nedvizhimost_na_etape_stroitelstva_Oba_Alania_60170_m2,"Алания, Оба","1+1, 2+1, 4+1",60-170 м2,2021
60 500 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnye_apartamenty_v_shikarnoi_rezidencii_raiona_Kestel_Alania_60_m2,"Алания, Кестель",1+1,60 м2,2015
132 000 €,https://profitrealestate.ru/catalog_single/CHetyrehkomnatnaia_villa_gotovaia_k_zaseleniiu_s_velikolepnymi_panoramnymi_vidami_na_gory_Kargydzhak_Alania_230_m2,"Алания, Каргыджак",3+1,230 м2,2008
106 000 €,https://profitrealestate.ru/catalog_single/SHikarnyi_chetyrehkomnatnyi_dupleks_v_zhivopisnom_raione_Gazipasha_Alania_170_m2,"Алания, Газипаша",3+1,170 м2,2018
48 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnye_apartamenty_bez_mebeli_v_otlichnom_zhilom_komplekse_Mahmutlara_Alania_60_m2,"Алания, Махмутлар",1+1,60 м2,2015
54 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnye_apartamenty_bez_mebeli_v_200_metrah_ot_pliazha_Mahmutlara,"Алания, Махмутлар",1+1,65 м2,2018
58 500 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnye_apartamenty_gotovye_k_zaseleniiu_v_elitnom_zhilom_komplekse_s_infrastrukturoi_otelia_Avsallar_Alania_60_m2,"Алания, Авсаллар",1+1,60 м2,2015
70 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnaia_kvartira_gotovaia_k_zaseleniiu_v_zhilom_komplekse_s_infrastrukturoi_otelia_Kestel_Alania_65_m2,"Алания, Кестель",1+1,65 м2,2015
48 500 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnye_apartamenty_s_mebeliu_i_tehnikoi_v_uhozhennom_zhilom_komplekse_Mahmutlar_Alania_65_m2,"Алания, Махмутлар",1+1,65 м2,2016
57 500 €,https://profitrealestate.ru/catalog_single/Kvartiry_v_stroiashemsia_dome_po_cenam_zastroishika_Konakly_Alania_83123_m2,"Алания, Конаклы","2+1, 3+1","83-91, 116-123 м2",2021
88 000 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_kvartira_bez_mebeli_v_zhilom_komplekse_s_bogatoi_infrastrukturoi_Mahmutlar_Alania_110_m2,"Алания, Махмутлар",2+1,110 м2,2015
71 000 €,https://profitrealestate.ru/catalog_single/Investicionnaia_nedvizhimost_na_etape_stroitelstva_vsego_v_100_metrah_ot_moria__Mahmutlar_Alania,"Алания, Махмутлар","1+1, 2+1, 3+1, 4+1",58-223 м2,2022
75 000 €,https://profitrealestate.ru/catalog_single/Trehkomnatnye_apartamenty_ukomplektovannye_mebeliu_i_tehnikoi_s_otlichnymi_vidami_na_gory_Alania_115_m2,"Алания, Алания центр",2+1,115 м2,2005
52 000 €,https://profitrealestate.ru/catalog_single/Nedorogaia_dvuhkomnatnaia_kvartira_s_mebeliu_i_tehnikoi_v_centre_Alani_60_m2,"Алания, Алания центр",1+1,60 м2,2003
78 500 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnaia_kvartira_v_zhilom_komplekse_s_bogatoi_infrastrukturoi_Mahmutlar_Alania,"Алания, Махмутлар",1+1,60 м2,2017
77 000 €,https://profitrealestate.ru/catalog_single/Novaia_dvuhkomnatnaia_kvartira_vsego_v_neskolkih_shagah_ot_pliazha_Mahmutlara_Alania_60_m2,"Алания, Махмутлар",1+1,60 м2,2020
65 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnye_apartamenty_gotovye_k_zaseleniiu_v_600_metrah_ot_pliazha_Kleopatra_Alania,"Алания, Алания центр",1+1,60 м2,2010
70 500 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_kvartira_v_uiutnom_zhilom_komplekse_raiona_Dzhikdzhilli_Alania_110_m2_1,"Алания, Джикджилли",2+1,110 м2,2012
77 000 €,https://profitrealestate.ru/catalog_single/Trehkomnatnye_apartamenty_v_rezidencii_s_otlichnoi_infrastrukturoi_vsego_v_350_metrah_ot_moria_Mahmutlar_Alania,"Алания, Махмутлар",2+1,110 м2,2016
63 000 €,https://profitrealestate.ru/catalog_single/Prostornaia_dvuhkomnatnaia_kvartira_gotovaia_k_zaseleniiu_v_otelnom_zhilom_komplekse_Kargydzhak_Alania_87_m2,"Алания, Каргыджак",1+1,87 м2,2008
59 000 €,https://profitrealestate.ru/catalog_single/Triohkomnatnaia_kvartira_vsego_v_150_metrah_ot_pliazha_Mahmutlara_Alania,"Алания, Махмутлар",2+1,110 м2,2010
82 500 €,https://profitrealestate.ru/catalog_single/Piatikomnatnyi_dupleks_s_mebeliu_i_tehnikoi_v_Mahmutlare_Alania_240_m2,"Алания, Махмутлар",4+1,240 м2,2007
275 000 €,https://profitrealestate.ru/catalog_single/Trehetazhnaia_villa_na_beregu_Sredizemnogo_moria_Konakly_Alania_200_m2,"Алания, Конаклы",3+1,200 м2,2002
49 500 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnaia_kvartira_s_mebeliu_i_tehnikoi_v_rezidencii_s_produmannoi_infrastrukturoi_Mahmutlar_Alania_60_m2,"Алания, Махмутлар",1+1,60 м2,2015
66 500 €,https://profitrealestate.ru/catalog_single/Prostornye_dvuhkomnatnye_apartamenty_v_prestizhnom_zhilom_komplekse_Mahmutlara_Alania_80m2,"Алания, Махмутлар",1+1,80 м2,2015
61 000 €,https://profitrealestate.ru/catalog_single/Prekrasnye_apartamenty_v_komplekse_s_basseinom_v_Mahmutlare_Alaniia,"Алания, Махмутлар",2+1,110 м2,2006
77 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnaia_kvartira_gotovaia_k_zaseleniiu_v_centre_Alani_60_m2,"Алания, Алания центр",1+1,60 м2,2003
62 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnaia_kvartira_bez_mebeli_v_100_metrah_ot_moria_Kestel_Alania,"Алания, Кестель",1+1,65 м2,2014
91 500 €,https://profitrealestate.ru/catalog_single/Elegantnaia_trehkomnatnaia_kvartira_gotovaia_k_zaseleniiu_v_zhilom_komplekse_s_bogatoi_infrastrukturoi_Mahmutlar_Alania_120_m2,"Алания, Махмутлар",2+1,120 м2,2015
91 500 €,https://profitrealestate.ru/catalog_single/Trehkomnatnye_apartamenty_bez_mebeli_i_tehniki_v_elitnoi_rezidencii_raiona_Dzhikdzhilli_Alania_110_m2,"Алания, Джикджилли",2+1,110 м2,2014
49 500 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnye_apartamenty_gotovye_k_zaseleniiu_v_komplekse_s_otlichnoi_infrastrukturoi_Mahmutlar_Alania_55_m2,"Алания, Махмутлар",1+1,55 м2,2010
78 500 €,https://profitrealestate.ru/catalog_single/Kvartiry_raznyh_planirovok_gotovye_k_zaseleniiu_s_shikarnymi_vidovymi_harakteristikami_Mahmutlar_Alania_122235_m2,"Алания, Махмутлар","2+1, 3+1, 4+1",122-235 м2,2010
96 000 €,https://profitrealestate.ru/catalog_single/CHetyrehkomnatnye_apartamenty_vsego_v_50_metrah_ot_moria_Kargydzhak_Alania,"Алания, Каргыджак",3+1,150 м2,2019
74 500 €,https://profitrealestate.ru/catalog_single/Trehkomnatnye_apartamenty_s_mebeliu_i_tehnikoi_v_centre_Mahmutlara_Alania_115m2,"Алания, Махмутлар",2+1,115 м2,2008
63 000 €,https://profitrealestate.ru/catalog_single/Uiutnaia_dvuhkomnatnaia_kvartira_v_rezidencii_s_bogatoi_infrastrukturoi_Dzhikdzhilli_Alania_66_m2,"Алания, Джикджилли",1+1,66 м2,2014
110 000 €,https://profitrealestate.ru/catalog_single/Prostornyi_chetyrehkomnatnyi_dupleks_gotovyi_k_zaseleniiu_s_velikolepnymi_vidami_na_gory_Tosmur_Alania_230_kvmetrov,"Алания, Тосмур",3+1,230 м2,2008
63 500 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnye_apartamenty_gotovye_k_zaseleniiu_v_ochen_zelenom_i_uhozhennom_zhilom_komplekse_Dzhikdzhilli_65_m2,"Алания, Джикджилли",1+1,65 м2,2006
66 000 €,https://profitrealestate.ru/catalog_single/Novaia_dvuhkomnatnaia__kvartira_v_zhilom_komplekse_s_horoshei_infrastrukturoi_v_500_metrah_ot_centra_Alani,"Алания, Алания центр",1+1,60 м2,2020
159 500 €,https://profitrealestate.ru/catalog_single/Dvuhetazhnaia_villa_s_sobstvennym_basseinom_i_zemelnym_uchastkom_v_evropeiskom_raione_Oba_Alania_200_m2,"Алания, Оба",3+1,200 м2,2010
64 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnye_apartamenty_bez_mebeli_v_novom_zhilom_komplekse_raiona_Oba_Alania_64_m2,"Алания, Оба",1+1,64 м2,2019
60 500 €,https://profitrealestate.ru/catalog_single/Nedorogaia_trehkomnatnaia_kvartira_gotovaia_k_zaseleniiu_v_Mahmutlare_Alania_105_m2,"Алания, Махмутлар",2+1,105 м2,2017
220 000 €,https://profitrealestate.ru/catalog_single/Stilnaia_trehkomnatnaia_kvartira_s_shikarnymi_vidovymi_harakteristikami_Alania_108_m2,"Алания, Алания центр",2+1,108 м2,2012
45 500 €,https://profitrealestate.ru/catalog_single/Uiutnaia_dvuhkomnatnaia_kvartira_v_50_metrah_ot_pliazha_Kestelia_Alania,"Алания, Кестель",1+1,60 м2,2013
59 500 €,https://profitrealestate.ru/catalog_single/Triohkomnatnaia_kvartira_ukomplektovannaia_novoi_mebeliu_i_tehnikoi_v_50_metrah_ot_moria_Mahmutlar_Alania,"Алания, Махмутлар",2+1,90 м2,2000
49 000 €,https://profitrealestate.ru/catalog_single/Kvartiry_v_raione_Oba_ot_zastroishika_po_ochen_vygodnym_cenam,"Алания, Оба","1+1, 2+1, 3+1, 4+1",45 - 229 м2,2021
55 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnaia_kvartira_gotovaia_k_zaseleniiu_v_zhilom_komplekse_klassa_liuks_v_Avsallare_Alania_65_m2,"Алания, Авсаллар",1+1,65 м2,2014
53 500 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnye_apartamenty_v_rezidencii_s_infrastrukturoi_otelia_v_Avsalare_Alania_55_m2,"Алания, Авсаллар",1+1,55 м2,2015
79 500 €,https://profitrealestate.ru/catalog_single/Triohkomnatnye_apartamenty_vsego_v_150_metrah_ot_pliazha_Oba_Alania,"Алания, Оба",2+1,100 м2,2008
128 000 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_villa_s_sobstvennym_basseinom_i_velikolepnymi_panoramnymi_vidami_na_more_i_gory_Kargydzhak_Alania_120_m2,"Алания, Каргыджак",2+1,120 м2,2004
